fsd_no;fsd_vr;fsd_id;t1;t2;t3;t4;t5;t6;t7;t8;t9a;t9b;t9c;t9d;t10;t11;t12;t13;t14;l1;l2;l3;l4;l5;l6;l7;l8;l9;l10;l11;l12;l13;l14;l15;l16;l17;k1;k2;k3;k4;k5;k6;k7;k8;k9;k10;k11;k12;k13;k14;k15;k16;k17;k18;k19;k20;k21;k22;k23;k24;k25;k26;k27;k28;k29;k30;k31;k32;k33;k34;k35;k36;k37;k38;k39;k40;k41;k42;k43;k44;k45;k46;k47;k48;k49;k50;k51;k52;k53;k54;k55;k56;k57;k58;k59;k60;k61;k62;k63;k64;k65;k66;k67;k68;k69;k70;k71;k72;k73;k74;k75;k76;k77;k78;k79;k80;k82;k83;k84;k85;k86;k87;k88;k89;k90;k91;k92;k93;k94;k95;k96;k97;k98;k99;k100;k101;k102;ktu1;ktu2_1;ktu2_2;ktu2_3;ktu3;ktu4;koulu1;koulu2;koulu3;koulu4;koulu5_1;koulu5_2;koulu5_3;koulu5_4;koulu5_5;koulu6_1;koulu6_2;koulu6_3;koulu6_4;koulu6_5;koulu7_1;koulu7_2;koulu7_3;koulu7_4;koulu7_5;koulu7_6;koulu7_7;koulu7_8;koulu7_9;koulu8;koulu9;koulu10;koulu11;koulu12;koulu13;koulu14;koulu15;koulu16;koulu17;koulu18;koulu19;koulu20;koulu21;koulu22;koulu23;koulu24;koulu25;koulu26;koulu27;koulu28;ktu12_1;ktu12_2;ktu13;ktu14;ktu15;ktu16a;ktu16b;ktu16c;ktu16d;ktu16e;ktu16f;ktu16g;ktu16h;ktu16i;ktu16j;ktu16k;ktu17_1;ktu17_2;ktu18_1;ktu18_2;ktu19;ktu20;ktu21;ktu22;ktu23;ktu24;ktu25;ktu26;ktu27;ktu28;ktu29;ktu2829;ktu30;ktu31a_1;ktu31a_2;ktu31a_3;ktu31a_4;ktu31a_5;ktu31a_6;ktu31a_7;ktu31a_8;ktu31a_9;ktu31a10;ktu31a11;ktu31a12;ktu31a13;ktu31a14;ktu31a15;ktu31a16;ktu31a17;ktu31a18;ktu31a19;ktu31a20;ktu31a21;ktu31a22;ktu31a23;ktu31a24;ktu31a25;ktu31a26;ktu31a27;ktu31a28;ktu31a29;ktu31b_1;ktu31b_2;ktu31b_3;ktu31b_4;ktu31b_5;ktu31b_6;ktu31b_7;ktu31b_8;ktu31b_9;ktu31b10;ktu31b11;ktu32;ktu33_1;ktu33_2;ktu34_1;ktu34_2;ktu35;ktu36;ktu37;ktu37_6;ktu37_45;ktu38_1;ktu38_2;ktu39;ktu40;ktu41;ktu42;ktu43;ktu44;ktu45;ktu46;ktu47;ktu48;ktu49;ktu50;ktu51;ktu52;ktu53;ktu54;ktu55_1;ktu55_2;ktu55_3;ktu55_4;ktu55_5;ktu55_6;ktu55_7;ktu55_8;ktu55_9;ktu55_10;ktu55_11;ktu55_12;ktu55_13;ktu56;ktu57;ktu58;ktu59;ktu60;ktu61;ktu62;ktu63;ktu64;ktu65;ktu66;ktu67;ktu68;ktu69;ktu70;ktu71;ktu72;ktu73;ktu74;ktu75;ktu76;ktu77;ktu78;ktu79;ktu80;ktu81;ktu82;ktu83;ktu84;ktu85;ktu86;ktu87;ktu88;ktu89;ktu90;ktu90_1;ek1;ek2_1;ek2_2;ek3;ek4;ek5;ek6_1;ek6_2;ek6_3;ek6_4;ek6_5;ek6_6;ek6_7;ek7_1;ek7_2;ek7_3;ek7_4;ek7_5;ek7_6;ek7_7;ek8;ek9;ek10;ek11;ek12;ek13;ek14;ek15;ek16;ek17;ek18;ek19;ek20;ek21;ek22;ek23;ek24_1;ek24_2;ek24_3;ek25;ek26;ek27;ek28;ek29;ek30_1;ek31_1;ek32_1;ek33_1;ek34_1;ek35_1;ek36_1;ek37_1;ek38_1;ek39_1;ek40_1;ek41_1;ek42_1;ek43_1;ek44_1;ek45_1;ek46_1;ek47_1;ek48_1;ek49_1;ek50_1;ek51_1;ek31_2;ek32_2;ek33_2;ek34_2;ek35_2;ek36_2;ek37_2;ek38_2;ek39_2;ek40_2;ek41_2;ek42_2;ek43_2;ek44_2;ek45_2;ek46_2;ek47_2;ek48_2;ek49_2;ek50_2;ek51_2;ek52;ek53;ek54;ek55;ek56;ek57;ek58;ek59;ek60;ek61;ek62;ek63;ek64;ek65;ek66;ek67;ek68;ek69;ek70;ek71;ek72;ek73;ek74;ek75;ek76;ek77;ek78;ek79;ek80;ek81;ek82;ek83;ek84;ek85;ek86;ek87;ek88;ek89;ek90;ek91;ek92;ek93;ek94;ek95;ek96;ek97;ek98;ek99;ek100;ek101;ek102;ek103a_1;ek103a_2;ek103b_1;ek103b_2;ek103c_1;ek103c_2;ek104;bv1_1;bv1_2;bv2_1;bv2_2;bv3;bv4_1;bv4_2;bv4_3;bv5_1;bv5_2;bv5_3
2076;2;391;1;1966;2;0;1;2;4;2;3;4;3;3;2643,91420397495;10769,0729313306;2117,48599415042;7103,24888617546;2;7;0;1;40;33;43;40;43;34;41;47;57;37;42;36;46;47;7; ;9;9;9;9;9;10;8; ;9;9;9;9;9;9;8;9;10;10;10;1;9;1;9;1;9;1;10;1;10;1;10;9;8;10;9;9; ;9;8;9;10;1;10;1;9;1;9;10;9;9;10;10;9;9;10;10;9;10;10;9;9;9;9;9;9;10;10; ;8,79999995231626;9,09999990463258;9,19999992847442;9; ; ; ; ; ; ;9,69999992847442;9,59999990463258;1;1;1;10;9;9;9;9;10;9,5;9,5;6;6;6;5;6;6;35;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;25; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;1;102,5;4;3;3;7;1;1; ; ; ;1;0;1;0;0;0;0;0;3;2;2;1;1;1;5;2;2;2;3;5;1;2;4;3;1; ; ;2;4;4;1;1;2;1;1;3;2;3;3;4;3;3;4;3;3;3;2;2;3;4;4;2;4; ;2;2;2;2;2;2;3;3;2;3;2;2;3;2;2;2;3;3;2;3; ;4;4;2;2;4;4;2;2;1;4;2;2;2;3;5;2;3;3;3;2;2;4;2;5;4;4;2;5;3;5;4;2;4;5;2;2;1;1;1;1;1;2;1;2;1;1;2;2;2;2;1;21; ;14;21;32;14;13;2;23;7;2;4;23496,189702526; ; ;1;0;1
2076;2;392;12;1965;2;0;2;3; ; ;2;5;9;9;1046,1289025906; ;1537,23764785821; ;3;7;1;2;34;25;36;36;29;29;29;33;42;34;32;48;33;31; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8,89999997615816;8,5;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;3;,666666666666667;3;5;23;1;1;1;4;6;1;5;1; ; ; ; ; ;4;6;1;5;1;5;Fysioterapeutti;0; ;0;1;0;0;0;0;0;0;0;0;0;0;1988;0;0;0;0;0;1;0;1;11;44;2;4;3;3;1;2;1;2;2;1;4;3;1;2;1; ;11;44;2;2;3;2;2;4;4;4;4;1;11;2;2;1;2;0;0;18;36; ; ;36;18;2;2;0;2;0;0;2;1;2;0;0;19;22;23; ; ;17;22;26;3;3;1;3;3;3;3;1;1;1; ;1009,12755876907;1;0;1;0;4;1;4;0;3;1;0;2;3;2;2;1;1;1;1;1;8;1;1;1;1;2;1;1;0;0;1;0;0;0;0;0;0;0;0;0;2;2;2;1;2;2;4;2;2;1;3;2;2;4;5;1;5;5;4;4;2;4;4;5;2;1;1;3;5;1;3;5;2;1; ; ;2;1;83; ;2;3;5;7;7; ; ; ;1;0;1;0;0;0;0;0;3;2;2;2;3;3;3;1;2;2;3;3;2;2;4;3;2; ; ;2;4;5;1;1;2;2;2;2;2;2;2;4;3;3;4;4;2;2;4;2;4;2;4;3;4; ;1;1;2;2;2;1;3;2;2;3;3;2;1;3;2;3;2;3;2;3; ;2;4;1;2;4;2;1;1;1;4;1;1;2;5;5;1;5;2;1;2;2;4;1;5;5;5;1;5;4;5;5;2;1;5;1;2;1;1;1;1;1;2;1;3;2;1;2;1;3;2;1;21;27;21;31;41;14; ;2;22;5;6;5;13944,124607071; ; ;1;1;1
2076;2;393;9;1965;1;0;2;2; ;2;4;7; ; ;2376,49540090115;9406,41435113939;1263,09132772595;4842,97134245921;2;7;1;1;35;33;35;40;30;30;30;43;38;40;28;32;34;35;4;7;8;8;8;7;8;7;8;8;7;8;8;7;7;7;7;8;7;7;7;2;6;2;7;1;4;1;6;1;4;1;4;8;8;8;9;9;9;9;9;8;9;1;8;1;7;1;5;9;9;9; ;9;9;8;9;8;7;8;7;7;8;8;9;9;8;9;8;7,89999997615816;7,89999997615816;7,89999997615816;8;7,79999995231626;7,79999995231626;9,69999992847442;7,29999995231626;7;7; ;7,89999997615816;7,59999996423721;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;1;2;4;27;1;1;1;5;4;4;3;1; ; ; ; ; ;5;4;4;3;1;5;Teknikko;0; ;0;0;1;0;0;0;0;0;0;0;0;0;1990;0;0;0;0;0;1;1;0;0;41;2;5;4;3;1;3;3;2;2;1;3;4;1;2;1; ;0;41;2;1;4;2;2;5;2;4;5;0;0;2;1;1;5;0;0;10;8;14;9;14;8;5;2;0;2;1;0;1;1;2;0;0;22;24;23; ; ;17;24;26;3;1;8;1;1;1;3;3;3;1; ;1345,50341169209;1;0;1;0;4;1;3;0;0;1;0;1;1;2;2;1;2;2;2;2;3;1;2;2;3;1;3;0;0;0;1;0;1;0;0;0;0;0;0;0;2;1;2;2;3;2;4;2;1;1;3;4;4;5;5;1;4;5;4;4;2;5;4;4;1;1;1;5;5;2;1;2;2;2; ; ;1;2;60;3;2;2;5;5;3; ; ; ;1;0;1;0;0;0;0;0;3;2;2;2;2;4;4;1;2;1;2;3;1;1;5;4;1; ; ;2;4;5;1;1;1;2;2;2;3;3;3;3;3;3;3;3;3;2;3;3;3;3;3;3;3; ;2;2;2;3;3;3;3;3;3;3;3;2;2; ;3;3;3;3;3;3; ;3;3;1;1;5;2;1;1;2;5;1;2;2;5;5;1;5;1;1;1;4;4;2;5;5;5;1;4;2;4;5;2;2;5;2;2;2;1;1;1;1;2;1;2;2;1;1;2;2;2;2;28; ;11;14;34;11; ; ; ;5;4;1; ; ; ;1;1;1
2076;2;394;10;1965;1;0;1;1;4;2;3;4; ; ;1698,69805726126;5955,19810014918;1676,83362682126; ;2;7;1;0;39;22;33;28;40;35;34;33;37;25;34;33;32;32;4;7;8;6;7;6;6;6;6;6;7;5;7;7;8;8;8;7;6;5;5;3;7;3;6;3;7;2;6;2;6;2;7;7;7;6;6;6;5;6;5;5;4;2;8;2;4;3;7;6;6;6; ;6;6;8;6;7;7;7;7;6;7;6;7;6;7;6;6; ; ;6,19999998807905;6,79999995231626;6,89999997615816;6,89999997615816;6,39999997615816;6,69999998807905; ;6,19999998807905;6,5;6,89999997615816;6,79999995231626;3;3;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;3;5;4;30;1;2;1;3;4;1;9;8;3;4;1;1;8;3;4;1;9;8;3;Levyseppä-hitsaaja;0; ;1;0;0;0;0;0;0;0;0;0;1988;1983;0;0;0;0;0;0;1;0;0;75;52;2;4;0;2;2;3;3;2;3;1;3;3;2;2;1; ;75;52;2;2;3;2;2;3;2;4;1;0;75;2;1;1;3;0;0;12;36;31; ;36;12;0;3;6;3;0;0;2;2;3;0;0;16;18;24;24; ;18;18;26;3;3;1;1;8;1;1;3;1;1; ;1009,12755876907;1;0;1;0;4;1;5;0;2;2;1;3;4;2;2;2;1;3;3;2;1;2;3;3;2;2;2;0;1;0;1;0;0;0;0;0;0;0;0;0;2;2;2;1;2;1;4;3;3;2;2;3;2;4;3;2;4;3;3;4;2;4;4;4;2;4;3;2;2;2;2;5;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7;72;3;4;3;24248,83; ;9889,44;1;1;0
2076;2;395;12;1965;2;0;0;1; ;2;3;4; ; ;888,032251716778;8845,33942846379;1611,24033550128;6109,76280456731;2;7;1;1;31;33;36;29;39;40;36;27;42;32;36;33;34;35;3;7;8;8;8;8;7;8;8;7;7;7;8;8;8;8;8;7;8;8;8;1;7;1;8;1;8;1;8;1;7;1;8;8;9;9;8;8;6;6;7;6;7;1;7;1;4;2;7;6;8;7; ;8;8;7;7;9;9;7;9;8;7;8;6;9;8;8;8; ; ; ;7,39999997615816;7,89999997615816; ;7,69999998807905;8; ; ; ;8,39999997615816;8,19999992847442;1;1;1;6;7;6;7;8; ;7,4;7,2;5;3; ;5;3;4;20;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;26; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;3;4;5944,60226078211; ; ;1;0;0
2076;2;396;2;1966;1;0;0;1;1;2;4;3;3;3;1895,47793122123;1911,28759630861;1739,06315961202;7147,31412290837;2;7;0;0;39;43;45;39;42;48;46;37;43;43;32;33;45;47;3;9;9;9;10;9;9;9;9;9;9;9;9;9;9;9;9;8;9;9;9;1;9;1;8;1;9;1;10;1;9;1;9;10;9;9;10;9;9;9;9;10;10;1;9;1;10;1;10;9;10;10; ;10;10;9;9;9;9;9;9;9;9;9;9;9;9;9;10;8,79999995231626;8,59999990463258;8,79999995231626; ;9,09999990463258;8,89999997615816;9,19999992847442;9,19999992847442; ; ; ;9,5;9,59999990463258;1;1;1;10;9;8;9;9;8;8,9;9;6;5;5;6;5;4;31;6;1;4;3;,666666666666667;2;4;36;1;0;1;6;4;2;8;1; ; ; ; ; ;6;4;2;8;1;6;Insinööri;0; ;0;0;0;1;0;0;0;0;0;0;0;0;1991;0;0;0;0;0;0;0;0;0;32;2;5;3;3;2;3;3;1;2;1;4;4;1;4;1; ;0;32;2;1;5;1;1;4;5;2;4;1;0;2;2;1;3;0;0;6;8; ; ;8;6;2;2;0;2;0;0;1;1;1;0;0;21;25;21; ; ;19;25;25;3;3;3;1;8;3;3;3;3; ; ;1093,22152199982;1;0;1;0;4;2;4;0;3;1;0;2;3;2;2;1;1;1;1;1;2;1;2;1;1;1;1;0;0;0;1;1;0;0;0;0;1;0;0;0;1;2;3;1;3;2;4;2;1;1;3;1;2;5;5;1;4;2;4;4;1;5;5;5;1;1;2;4;4;1;1;3;2;2; ; ;3;1;150;4;3;3;6;5;4; ; ; ;1;1;1;1;0;0;0;0;3;3;2;1;1;3;5;1;1;1;5;2;2;2;5;5;1; ; ;3;5;1;1;1;2;2;1;4;4; ;4;4;4;3;4;4;2;3;3;4;4;4;4;4;4; ;2;2;3;3; ;3;3;3;3;3;3;2;3;3;3;3;3;3;3;3; ;2;2;1;1;5;2;2;2;2;5;1;1;2;5;5;2;5;2;2;1;5;2;2;4;5;2;2;5;1;5;5;4;4;4;3;1;1;1;1;1;1;1;2;1;1;1;2;2;2;2;2;23;15; ;15;11;41; ;2;21;6;4;4;31437,3508383327; ;15372,3764785821;1;1;1
2076;2;397;2;1966;1;0;1;2;1;2;4;7;3;1;1547,3289234459; ;1412,77858227669; ;2;7;0;1;42;35;32;41;39;44;41;42;31;39;40;33;39;40;17;8; ; ; ; ; ; ; ;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8,19999992847442;8,09999990463258;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;4;3;,666666666666667;1;4;27;1;2;1;4;3;1;2;9; ; ; ; ; ;4;3;1;2;9;5;Merkonomi;0; ;0;1;0;0;0;0;0;0;0;0;0;0;1990;0;0;0;1988;0;0;0;0;25;42;2;4;3;1;2;3;3;1;1;1;3;3;2;3;1; ;25;42;1;2;5;2;2;4;5;4;4;0; ;1;1;1;2;0;0;12;15; ; ;15;12;2;2;0;3;0;0;2;0;1;0;0;22;24; ; ; ;19;24;25;3;3;3;1;8;3;3;3;1; ; ;1059,58393670752;1;0;1;0;4;1;3;0;0;1;0;2;3;2;2;1;1;1;1;1;0; ; ; ; ;2;1;0;0;0;0;0;0;0;0;0;1;0;0;0;2;2;2;1;2;1;4;2;1;1;3;3;4;4;4;2;4;4;4;4;1;4;3;2;1;3;2;4;3;2;2;5;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7;72;4;3;1;32909,6679465768; ; ;1;1;0
2076;2;398;2;1966;2;0;0;1;3;2;3;5;2;3;2082,16652959351;6768,72310044351;1532,19201006437;6214,88025860576;2;7;0;0;41;33;42;36;37;48;34;37;38;53;43;33;42;42;1;8;8;8;7;7;8;8;9;8;8;8;7;7;8;8;8;7;8;8;8;1;7;1;8;1;9;1;9;1;9;1;9;8;8;8;9;9;9;9;9;8;9;1;9;1;9;1;9;9;9;9;9;9;9;8;9;8;9;9;9;9;9;8;8;8;9;9;9;8;8;8,09999990463258;8;7,79999995231626;8,59999990463258;8,79999995231626;8,89999997615816; ; ; ;9,19999992847442;9,09999990463258;1;1;1;10;8;8;9;8; ;8,9;8,9;4;6;6;4;4;5;29;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;25; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;3;4;11174,74; ;14817,36;1;0;1
2076;2;399;9;1965;2;0;0;1; ;2;2;5; ; ;2906,28736925491;7263,36379216681;1781,1101412274;5364,85847826928;3;7;1;0;33;29;34;29;31;34;27;37;41;39;32;31;31;32;6;8;8;8;8;9;9;9; ;8;7;8;8;8;8;9; ;7;8;8;8;1;7;1;8; ; ;2;9;1;9; ; ;8;9;8;7; ;8;8;7;7;7;1;7;2;9; ; ;8;7; ; ;9; ;6;7;8;9;9;8; ;6;7;7;7;8;9; ;7,79999995231626;7,29999995231626;7,5;7,69999998807905; ;8;8,5; ; ; ; ; ; ;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;25; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;1;123;4;3;2;2;0;8; ; ; ;0;0;1;0;1;0;1;0;2;3;1;2;2;2;2;1;2;1;2;5;3;3;4;2;2; ; ;5;4;2;1;1;3;1;1;2;2;2;3;4;4;4;4;4;2;4;4;1;3;3;4;2;2; ;2;1;3;2;1;3;3;3;3;3;3;2;3;3;1;2;3;3;2;2; ;4;4;2;1;4;2;2;4;4;3;2;4;2;3;3;1;3;3;2;3;2;3;3;3;3;2;3;1;2;2;2;3;3;1;1;2;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ;8;83; ; ;5;16305,31; ; ;0;0;1
2076;2;400;2;1966;1;0;1;2;1;2;5;3;9;9;5999,2633368821;21430,8419655787; ;6383,90912469957;2;7;0;0;38;41;38;45;32;36;35;45;30;36;34;33;37;38;3;7;7;7;8;9;8;8;8;7;8;8;8;9;9;9;8;7;7;7;7;1;6;1;5;1;5;1;8;1;7;1;6;9;9;9;9;9;8;8;8;8;8;1;7;1;7;1;6;8;8;9; ;9;8;8;8;8;8;8;7;9;8;8;9;8;8;7;8;7,39999997615816;7,79999995231626;7,79999995231626;8;8,09999990463258;7,69999998807905; ;7,69999998807905; ; ; ;8,09999990463258;7,89999997615816;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;4;27;1;1;1;5;4;4;8;1; ; ; ; ; ;5;4;4;8;1;5;Rakennusmestari;0;22;0;0;1;0;0;0;0;0;0;0;0;0;1991;0;0;0;0;0;0;1;0;0;41;2;4;4;2;4;1;3;1;2;1;3;3;2;3;3; ;0;22;2;2;1;2;5;5;1;5;5;1;0;1;3;1;2;0;0;12;48; ; ;48;12;5;2;1;2;0;0; ; ; ; ; ;22;25; ; ; ;17;26;25;3;1;1;1;1;1;3;3;3;8; ; ; ; ; ; ;4; ;2;0;0;1;0;1;5;2;2; ; ; ; ; ;3;1;3;1;2;1;2;1;0;1;1;0;0;1;0;0;0;0;0;0;1;2;2;1;2;3;4;2;2;2;3;4;4;5;5;1;5;5;4;5;1;5;4;4;2;1;4;5;5;2;2;5;2;2; ; ;1;2;144;4;2;3;5;5;5; ; ; ;1;0;1;1;0;1;0;0;2;3;2;1;3;4;5;2;2;3;4;3;1;2;3;3;1; ;1;1;4;4;1;1;1;1;1;2;2;2;3;3;2;3;4;3;2;2;3;3;2;3;1;2;3; ;1;1;2;2;3;3;3;2;3;3;2;1;1;2;2;2;3;2;2;2; ;3;4;2;2;5;1;2;2;3;5;2;2;4;5;4;2;4;3;3;2;3;3;2;3;3;2;2;4;1;4;4;3;2;4;2;1;1;1;1;1;3;2;2;2;1;1;2;2;2;3;1;22;27;12;15;12;14;12; ; ;5;4;4;25082,7064128374;183,493027769509; ;1;1;1
